source|file|rank|error|docType|levelName|fullFilename
INNODATA|sdc-south-carolina-ratifications-and-acts.xml|8|No law type data found for 'SOUTH_CAROLINA_RATIFICATIONS_AND_ACTS'|SOUTH_CAROLINA_RATIFICATIONS_AND_ACTS|SECTION|/home/ekamradt/git/data-innodata-sdc/US/US-SC/sdc-south-carolina-ratifications-and-acts.xml
INNODATA|sdc-alabama-administrative-code.xml|4|Bad word 'r. .' for citation 'Ala. Admin. Code r. {{CHAPTER}}.{{RULE}}'  Juris:'Ala.'  LawType:'Admin. Code'|ALABAMA_ADMINISTRATIVE_CODE|RULE|/home/ekamradt/git/data-innodata-sdc/US/US-AL/sdc-alabama-administrative-code.xml
INNODATA|sdc-alabama-administrative-code.xml|5|Bad word 'r. .' for citation 'Ala. Admin. Code r. {{CHAPTER}}.{{RULE}}({{PARAGRAPH}})'  Juris:'Ala.'  LawType:'Admin. Code'|ALABAMA_ADMINISTRATIVE_CODE|PARAGRAPH|/home/ekamradt/git/data-innodata-sdc/US/US-AL/sdc-alabama-administrative-code.xml
INNODATA|sdc-utah-administrative-code.xml|2|Bad word 'Admin. Code' for citation 'Utah Admin. Code tit. {{TITLE}}'  Juris:'Utah'  LawType:'Admin. Code r.'|UTAH_ADMINISTRATIVE_CODE|TITLE|/home/ekamradt/git/data-innodata-sdc/US/US-UT/sdc-utah-administrative-code.xml
INNODATA|sdc-utah-administrative-code.xml|3|Bad word 'Admin. Code' for citation 'Utah Admin. Code tit. {{TITLE}}, ch. {{CHAPTER}}'  Juris:'Utah'  LawType:'Admin. Code r.'|UTAH_ADMINISTRATIVE_CODE|CHAPTER|/home/ekamradt/git/data-innodata-sdc/US/US-UT/sdc-utah-administrative-code.xml
INNODATA|sdc-gpo-public-laws.xml|2|citation format Pub. L. no. {{LAW_NUMBER_DATE}} is missing GPO|GPO_PUBLIC_LAWS|LAW_NUMBER_DATE|/home/ekamradt/git/data-innodata-sdc/US/US/sdc-gpo-public-laws.xml
INNODATA|sdc-gpo-public-laws.xml|2|Bad word 'no.' for citation 'Pub. L. no. {{LAW_NUMBER_DATE}}'  Juris:'GPO'  LawType:'Pub. L.'|GPO_PUBLIC_LAWS|LAW_NUMBER_DATE|/home/ekamradt/git/data-innodata-sdc/US/US/sdc-gpo-public-laws.xml
INNODATA|sdc-gpo-public-laws.xml|3|citation format {{ACT_TITLE}}, Pub. L. no. {{LAW_NUMBER_DATE}} is missing GPO|GPO_PUBLIC_LAWS|ACT_TITLE|/home/ekamradt/git/data-innodata-sdc/US/US/sdc-gpo-public-laws.xml
INNODATA|sdc-gpo-public-laws.xml|3|Bad word 'no.' for citation '{{ACT_TITLE}}, Pub. L. no. {{LAW_NUMBER_DATE}}'  Juris:'GPO'  LawType:'Pub. L.'|GPO_PUBLIC_LAWS|ACT_TITLE|/home/ekamradt/git/data-innodata-sdc/US/US/sdc-gpo-public-laws.xml
INNODATA|sdc-nasd-rules.xml|4|Bad word 'Rule' for citation 'NASD Rule {{NUMBERED_THOUSANDS}}'  Juris:'NASD'  LawType:'R.'|NASD_RULES|NUMBERED_THOUSANDS|/home/ekamradt/git/data-innodata-sdc/US/US/sdc-nasd-rules.xml
INNODATA|sdc-nasd-rules.xml|5|Bad word 'Rule' for citation 'NASD Rule {{NUMBERED_HUNDREDTHS}}'  Juris:'NASD'  LawType:'R.'|NASD_RULES|NUMBERED_HUNDREDTHS|/home/ekamradt/git/data-innodata-sdc/US/US/sdc-nasd-rules.xml
INNODATA|sdc-nasd-rules.xml|6|Bad word 'Rule' for citation 'NASD Rule {{NUMBERED_TENTHS_ONES}}'  Juris:'NASD'  LawType:'R.'|NASD_RULES|NUMBERED_TENTHS_ONES|/home/ekamradt/git/data-innodata-sdc/US/US/sdc-nasd-rules.xml
INNODATA|sdc-ffiec-it-handbook.xml|4|Bad word '.' for citation 'FFIEC IT Examination Handbook, "{{BOOKLET_TITLE}}" {{CHAPTER}}.{{SECTION}}'  Juris:'FFIEC'  LawType:'IT Examination Handbook'|FFIEC_IT_HANDBOOK|SECTION|/home/ekamradt/git/data-innodata-sdc/US/US/sdc-ffiec-it-handbook.xml
INNODATA|sdc-ffiec-it-handbook.xml|5|Bad word '.' for citation 'FFIEC IT Examination Handbook, "{{BOOKLET_TITLE}}" {{CHAPTER}}.{{SECTION}}.{{SUBSECTION}}'  Juris:'FFIEC'  LawType:'IT Examination Handbook'|FFIEC_IT_HANDBOOK|SUBSECTION|/home/ekamradt/git/data-innodata-sdc/US/US/sdc-ffiec-it-handbook.xml
INNODATA|sdc-ffiec-it-handbook.xml|6|Bad word '.' for citation 'FFIEC IT Examination Handbook, "{{BOOKLET_TITLE}}" {{CHAPTER}}.{{SECTION}}.{{SUBSECTION}}({{PARAGRAPH}})'  Juris:'FFIEC'  LawType:'IT Examination Handbook'|FFIEC_IT_HANDBOOK|PARAGRAPH|/home/ekamradt/git/data-innodata-sdc/US/US/sdc-ffiec-it-handbook.xml
INNODATA|sdc-sec-final-rules.xml|2|Bad word 'no.' for citation 'SEC Final R. no. {{RELEASE_NUMBER}}'  Juris:'SEC'  LawType:'Final R.'|SEC_FINAL_RULES|RELEASE_NUMBER|/home/ekamradt/git/data-innodata-sdc/US/US/sdc-sec-final-rules.xml
INNODATA|sdc-nyse-rules.xml|3|Bad word 'Rule' for citation 'NYSE Rule {{RULE}}'  Juris:'NYSE'  LawType:'R.'|NYSE_RULES|RULE|/home/ekamradt/git/data-innodata-sdc/US/US/sdc-nyse-rules.xml
INNODATA|sdc-nyse-rules.xml|4|Bad word 'Rule (' for citation 'NYSE Rule {{RULE}}({{PARAGRAPH}}'  Juris:'NYSE'  LawType:'R.'|NYSE_RULES|PARAGRAPH|/home/ekamradt/git/data-innodata-sdc/US/US/sdc-nyse-rules.xml
INNODATA|sdc-nyse-rules.xml|5|Bad word 'Rule (' for citation 'NYSE Rule {{RULE}}({{PARAGRAPH}}({{SUBPARAGRAPH}})'  Juris:'NYSE'  LawType:'R.'|NYSE_RULES|SUBPARAGRAPH|/home/ekamradt/git/data-innodata-sdc/US/US/sdc-nyse-rules.xml
INNODATA|sdc-nyse-rules.xml|6|Bad word 'Rule .' for citation 'NYSE Rule {{RULE}}.{{SUPPLEMENT}}'  Juris:'NYSE'  LawType:'R.'|NYSE_RULES|SUPPLEMENT|/home/ekamradt/git/data-innodata-sdc/US/US/sdc-nyse-rules.xml
INNODATA|sdc-cftc-staff-letters.xml|2|Bad word 'Staff Letters:' for citation 'CFTC Staff Letters: {{LETTER_TYPE}}'  Juris:'CFTC'  LawType:'Staff Let.'|CFTC_STAFF_LETTERS|LETTER_TYPE|/home/ekamradt/git/data-innodata-sdc/US/US/sdc-cftc-staff-letters.xml
INNODATA|sdc-cftc-staff-letters.xml|3|Bad word 'Staff Letter' for citation 'CFTC Staff Letter {{LETTER_NUMBER}} ({{LETTER_TYPE}})'  Juris:'CFTC'  LawType:'Staff Let.'|CFTC_STAFF_LETTERS|LETTER_NUMBER|/home/ekamradt/git/data-innodata-sdc/US/US/sdc-cftc-staff-letters.xml
INNODATA|sdc-finra-rules.xml|3|Bad word 'Rules' for citation 'FINRA Rules, tit. {{TITLE}}'  Juris:'FINRA'  LawType:'R.'|FINRA_RULES|TITLE|/home/ekamradt/git/data-innodata-sdc/US/US/sdc-finra-rules.xml
INNODATA|sdc-finra-rules.xml|5|Bad word 'Rules' for citation 'FINRA Rules, {{SUB_NUMERICAL_BY_THOUSANDTHS}}'  Juris:'FINRA'  LawType:'R.'|FINRA_RULES|SUB_NUMERICAL_BY_THOUSANDTHS|/home/ekamradt/git/data-innodata-sdc/US/US/sdc-finra-rules.xml
INNODATA|sdc-finra-rules.xml|6|Bad word 'Rules' for citation 'FINRA Rules, {{NUMERICAL_BY_H_T_O}}'  Juris:'FINRA'  LawType:'R.'|FINRA_RULES|NUMERICAL_BY_H_T_O|/home/ekamradt/git/data-innodata-sdc/US/US/sdc-finra-rules.xml
INNODATA|sdc-finra-rules.xml|7|Bad word 'Rules' for citation 'FINRA Rules, {{SUB_NUMERICAL_BY_H_T_O}}'  Juris:'FINRA'  LawType:'R.'|FINRA_RULES|SUB_NUMERICAL_BY_H_T_O|/home/ekamradt/git/data-innodata-sdc/US/US/sdc-finra-rules.xml
INNODATA|sdc-finra-rules.xml|8|Bad word 'Rule no.' for citation 'FINRA Rule no. {{RULE}}'  Juris:'FINRA'  LawType:'R.'|FINRA_RULES|RULE|/home/ekamradt/git/data-innodata-sdc/US/US/sdc-finra-rules.xml
INNODATA|sdc-finra-rules.xml|9|Bad word 'Rule no.' for citation 'FINRA Rule no. {{RULE}}, {{INTERP_MATTER}}'  Juris:'FINRA'  LawType:'R.'|FINRA_RULES|INTERP_MATTER|/home/ekamradt/git/data-innodata-sdc/US/US/sdc-finra-rules.xml
INNODATA|sdc-sec-cdi.xml|2|Bad word 'Compliance & Disclosure Interpretations' for citation 'SEC Compliance & Disclosure Interpretations, "{{DOCUMENT_TITLE}}"'  Juris:'SEC'  LawType:'CDI'|SEC_CDI|DOCUMENT_TITLE|/home/ekamradt/git/data-innodata-sdc/US/US/sdc-sec-cdi.xml
INNODATA|sdc-us-code.xml|6|Bad word 'sub' for citation '{{TITLE}} U.S.C., subtit. {{SUBTITLE}}, div. {{DIVISION}}, subdiv. {{SUBDIVISION}}'  Juris:'U.S.C.'  LawType:'U.S.C.'|UNITED_STATES_CODE|SUBDIVISION|/home/ekamradt/git/data-innodata-sdc/US/US/sdc-us-code.xml
INNODATA|sdc-us-code.xml|7|Bad word 'sub' for citation '{{TITLE}} U.S.C., subtit. {{SUBTITLE}}, div. {{DIVISION}}, subdiv. {{SUBDIVISION}}, pt. {{PART}}'  Juris:'U.S.C.'  LawType:'U.S.C.'|UNITED_STATES_CODE|PART|/home/ekamradt/git/data-innodata-sdc/US/US/sdc-us-code.xml
INNODATA|sdc-us-code.xml|8|Bad word 'sub' for citation '{{TITLE}} U.S.C., subtit. {{SUBTITLE}}, div. {{DIVISION}}, subdiv. {{SUBDIVISION}}, pt. {{PART}}, subpt. {{SUBPART}}'  Juris:'U.S.C.'  LawType:'U.S.C.'|UNITED_STATES_CODE|SUBPART|/home/ekamradt/git/data-innodata-sdc/US/US/sdc-us-code.xml
INNODATA|sdc-us-code.xml|9|Bad word 'sub' for citation '{{TITLE}} U.S.C., subtit. {{SUBTITLE}}, div. {{DIVISION}}, subdiv. {{SUBDIVISION}}, pt. {{PART}}, subpt. {{SUBPART}}, ch. {{CHAPTER}}'  Juris:'U.S.C.'  LawType:'U.S.C.'|UNITED_STATES_CODE|CHAPTER|/home/ekamradt/git/data-innodata-sdc/US/US/sdc-us-code.xml
INNODATA|sdc-nfa-rulebook.xml|8|Bad word 'Bylaw' for citation 'NFA, Bylaw {{BYLAW}}'  Juris:'NFA'  LawType:'R.'|NFA_RULEBOOK|BYLAW|/home/ekamradt/git/data-innodata-sdc/US/US/sdc-nfa-rulebook.xml
INNODATA|sdc-nfa-rulebook.xml|10|Bad word 'Notice' for citation 'NFA, Notice {{NOTICE_NUMBER}}'  Juris:'NFA'  LawType:'R.'|NFA_RULEBOOK|NOTICE_NUMBER|/home/ekamradt/git/data-innodata-sdc/US/US/sdc-nfa-rulebook.xml
INNODATA|sdc-mississippi-administrative-code.xml|2|Bad word 'Code' for citation '{{TITLE}} Miss. Code'  Juris:'Miss.'  LawType:'Admin. Code'|MISSISSIPPI_ADMINISTRATIVE_CODE|TITLE|/home/ekamradt/git/data-innodata-sdc/US/US-MS/sdc-mississippi-administrative-code.xml
INNODATA|sdc-mississippi-administrative-code.xml|3|Bad word 'Code' for citation '{{TITLE}} Miss. Code, pt. {{PART}}'  Juris:'Miss.'  LawType:'Admin. Code'|MISSISSIPPI_ADMINISTRATIVE_CODE|PART|/home/ekamradt/git/data-innodata-sdc/US/US-MS/sdc-mississippi-administrative-code.xml
INNODATA|sdc-mississippi-administrative-code.xml|7|Bad word 'Code  r.' for citation '{{TITLE}} Miss. Code, pt. {{PART}}, r. {{RULE}}'  Juris:'Miss.'  LawType:'Admin. Code'|MISSISSIPPI_ADMINISTRATIVE_CODE|RULE|/home/ekamradt/git/data-innodata-sdc/US/US-MS/sdc-mississippi-administrative-code.xml
INNODATA|sdc-mississippi-administrative-code.xml|8|Bad word 'Code  r.' for citation '{{TITLE}} Miss. Code, pt. {{PART}}, r. {{RULE}}{{PARAGRAPH}}'  Juris:'Miss.'  LawType:'Admin. Code'|MISSISSIPPI_ADMINISTRATIVE_CODE|PARAPGRAPH|/home/ekamradt/git/data-innodata-sdc/US/US-MS/sdc-mississippi-administrative-code.xml
INNODATA|sdc-maryland-statutes.xml|2|Bad word 'Code' for citation 'Md. Code, {{SUBJECT}}'  Juris:'Md.'  LawType:'Stat.'|MARYLAND_STATUTES|SUBJECT|/home/ekamradt/git/data-innodata-sdc/US/US-MD/sdc-maryland-statutes.xml
INNODATA|sdc-maryland-statutes.xml|3|Bad word 'Code' for citation 'Md. Code, {{SUBJECT}}, div. {{DIVISION}}'  Juris:'Md.'  LawType:'Stat.'|MARYLAND_STATUTES|DIVISION|/home/ekamradt/git/data-innodata-sdc/US/US-MD/sdc-maryland-statutes.xml
INNODATA|sdc-maryland-statutes.xml|4|Bad word 'Code' for citation 'Md. Code, {{SUBJECT}}, tit. {{TITLE}}'  Juris:'Md.'  LawType:'Stat.'|MARYLAND_STATUTES|TITLE|/home/ekamradt/git/data-innodata-sdc/US/US-MD/sdc-maryland-statutes.xml
INNODATA|sdc-maryland-statutes.xml|5|Bad word 'Code' for citation 'Md. Code, {{SUBJECT}}, tit. {{TITLE}}, subtit. {{SUBTITLE}}'  Juris:'Md.'  LawType:'Stat.'|MARYLAND_STATUTES|SUBTITLE|/home/ekamradt/git/data-innodata-sdc/US/US-MD/sdc-maryland-statutes.xml
INNODATA|sdc-maryland-statutes.xml|6|Bad word 'Code' for citation 'Md. Code, {{SUBJECT}} § {{TITLE}}-{{SECTION}}'  Juris:'Md.'  LawType:'Stat.'|MARYLAND_STATUTES|SECTION|/home/ekamradt/git/data-innodata-sdc/US/US-MD/sdc-maryland-statutes.xml
INNODATA|sdc-maryland-statutes.xml|7|Bad word 'Code' for citation 'Md. Code, {{ARTICLE}} § {{SECTION}}({{PARAGRAPH}})'  Juris:'Md.'  LawType:'Stat.'|MARYLAND_STATUTES|PARAGRAPH|/home/ekamradt/git/data-innodata-sdc/US/US-MD/sdc-maryland-statutes.xml
INNODATA|sdc-maryland-code.xml|2|Bad word 'sub.' for citation 'Md. Code sub. {{SUBJECT}}'  Juris:'Md.'  LawType:'Code'|MARYLAND_CODE|SUBJECT|/home/ekamradt/git/data-innodata-sdc/US/US-MD/sdc-maryland-code.xml
INNODATA|sdc-maryland-code.xml|4|Bad word 'sub.' for citation 'Md. Code sub. {{SUBJECT}}, tit. {{TITLE}}'  Juris:'Md.'  LawType:'Code'|MARYLAND_CODE|TITLE|/home/ekamradt/git/data-innodata-sdc/US/US-MD/sdc-maryland-code.xml
INNODATA|sdc-maryland-code.xml|5|Bad word 'sub.' for citation 'Md. Code sub. {{SUBJECT}}, tit. {{TITLE}}, subtit. {{SUBTITLE}}'  Juris:'Md.'  LawType:'Code'|MARYLAND_CODE|SUBTITLE|/home/ekamradt/git/data-innodata-sdc/US/US-MD/sdc-maryland-code.xml
INNODATA|sdc-louisiana-administrative-code.xml|3|Bad word 'part' for citation 'La. Admin. Code tit. {{TITLE}}, part {{PART}}'  Juris:'La.'  LawType:'Admin. Code'|LOUISIANA_ADMINISTRATIVE_CODE|PART|/home/ekamradt/git/data-innodata-sdc/US/US-LA/sdc-louisiana-administrative-code.xml
INNODATA|sdc-louisiana-administrative-code.xml|4|Bad word 'part' for citation 'La. Admin. Code tit. {{TITLE}}, part {{PART}}, subpt. {{SUBPART}}'  Juris:'La.'  LawType:'Admin. Code'|LOUISIANA_ADMINISTRATIVE_CODE|SUBPART|/home/ekamradt/git/data-innodata-sdc/US/US-LA/sdc-louisiana-administrative-code.xml
INNODATA|sdc-louisiana-statutes.xml|2|Bad word 'Stat.' for citation 'La. Stat., tit. {{TITLE}}'  Juris:'La.'  LawType:'Rev. Stat.'|LOUISIANA_REVISED_STATUTES|TITLE|/home/ekamradt/git/data-innodata-sdc/US/US-LA/sdc-louisiana-statutes.xml
INNODATA|sdc-louisiana-statutes.xml|10|Bad word 'Stat. :' for citation 'La. Stat. § {{TITLE}}:{{SECTION}}'  Juris:'La.'  LawType:'Rev. Stat.'|LOUISIANA_REVISED_STATUTES|SECTION|/home/ekamradt/git/data-innodata-sdc/US/US-LA/sdc-louisiana-statutes.xml
INNODATA|sdc-louisiana-statutes.xml|11|Bad word 'Stat. :' for citation 'La. Stat. § {{TITLE}}:{{SECTION}}({{PARAGRAPH}})'  Juris:'La.'  LawType:'Rev. Stat.'|LOUISIANA_REVISED_STATUTES|PARAGRAPH|/home/ekamradt/git/data-innodata-sdc/US/US-LA/sdc-louisiana-statutes.xml
DCL|sdc-connecticut-revised-statutes.xml|2|Bad word 'Gen.' for citation 'Conn. Gen. Stat. tit. {{TITLE}}'  Juris:'Conn.'  LawType:'Stat.'|CONNECTICUT_STATUTES|TITLE|/home/ekamradt/git/data-dcl-sdc/US/US-CT/sdc-connecticut-revised-statutes.xml
DCL|sdc-connecticut-revised-statutes.xml|6|Bad word 'Gen.' for citation 'Conn. Gen. Stat. § {{TITLE}}-{{SECTION}}'  Juris:'Conn.'  LawType:'Stat.'|CONNECTICUT_STATUTES|SECTION|/home/ekamradt/git/data-dcl-sdc/US/US-CT/sdc-connecticut-revised-statutes.xml
DCL|sdc-connecticut-code.xml|2|Bad word 'Agencies Regs.' for citation 'Conn. Agencies Regs. tit. {{TITLE}}'  Juris:'Conn.'  LawType:'Reg.'|CONNECTICUT_REGULATIONS|TITLE|/home/ekamradt/git/data-dcl-sdc/US/US-CT/sdc-connecticut-code.xml
DCL|sdc-connecticut-code.xml|3|Bad word 'Agencies Regs.' for citation 'Conn. Agencies Regs. subtit. {{TITLE}}-{{SUBTITLE}}'  Juris:'Conn.'  LawType:'Reg.'|CONNECTICUT_REGULATIONS|SUBTITLE|/home/ekamradt/git/data-dcl-sdc/US/US-CT/sdc-connecticut-code.xml
DCL|sdc-connecticut-code.xml|4|Bad word 'Agencies Regs.' for citation 'Conn. Agencies Regs. § {{TITLE}}-{{SUBTITLE}}-{{SECTION}}'  Juris:'Conn.'  LawType:'Reg.'|CONNECTICUT_REGULATIONS|SECTION|/home/ekamradt/git/data-dcl-sdc/US/US-CT/sdc-connecticut-code.xml
DCL|sdc-connecticut-code.xml|5|Bad word 'Agencies Regs.' for citation 'Conn. Agencies Regs. § {{TITLE}}-{{SUBTITLE}}-{{SECTION}}({{PARAGRAPH}})'  Juris:'Conn.'  LawType:'Reg.'|CONNECTICUT_REGULATIONS|PARAGRAPH|/home/ekamradt/git/data-dcl-sdc/US/US-CT/sdc-connecticut-code.xml
DCL|sdc-nebraska-ucc.xml|3|Bad word 'Rev. Stat.' for citation 'Neb. Rev. Stat. - UCC § {{SECTION}}'  Juris:'Neb.'  LawType:'UCC'|NEBRASKA_UNIFORM_COMMERCIAL_CODE|SECTION|/home/ekamradt/git/data-dcl-sdc/US/US-NE/sdc-nebraska-ucc.xml
DCL|sdc-nebraska-revised-statutes.xml|2|Bad word 'Rev.' for citation 'Neb. Rev. Stat., ch. {{CHAPTER}}'  Juris:'Neb.'  LawType:'Stat.'|NEBRASKA_STATUTES|CHAPTER|/home/ekamradt/git/data-dcl-sdc/US/US-NE/sdc-nebraska-revised-statutes.xml
DCL|sdc-nebraska-revised-statutes.xml|3|Bad word 'Rev.' for citation 'Neb. Rev. Stat. § {{CHAPTER}}-{{SECTION}}'  Juris:'Neb.'  LawType:'Stat.'|NEBRASKA_STATUTES|SECTION|/home/ekamradt/git/data-dcl-sdc/US/US-NE/sdc-nebraska-revised-statutes.xml
DCL|sdc-nebraska-revised-statutes.xml|4|Bad word 'Rev.' for citation 'Neb. Rev. Stat. § {{CHAPTER}}-{{SECTION}}{{ALPHA}}'  Juris:'Neb.'  LawType:'Stat.'|NEBRASKA_STATUTES|ALPHA|/home/ekamradt/git/data-dcl-sdc/US/US-NE/sdc-nebraska-revised-statutes.xml
DCL|sdc-nebraska-revised-statutes.xml|5|Bad word 'Rev.' for citation 'Neb. Rev. Stat. § {{CHAPTER}}-{{SECTION}}{{ALPHA}}({{PARAGRAPH}})'  Juris:'Neb.'  LawType:'Stat.'|NEBRASKA_STATUTES|PARAGRAPH|/home/ekamradt/git/data-dcl-sdc/US/US-NE/sdc-nebraska-revised-statutes.xml
