source|file|rank|error|docType|levelName|fullFilename
DCL|sdc-texas-statutes.xml|1|Bad word 'Code' for citation 'Tex. {{CODE}} Code'  Juris:'Tex.'  LawType:'Stat.'|TEXAS_STATUTES|CODE|/home/ekamradt/git/data-dcl-sdc/US/US-TX/sdc-texas-statutes.xml
DCL|sdc-texas-statutes.xml|2|Bad word 'Code' for citation 'Tex. {{CODE}} Code, tit. {{TITLE}}'  Juris:'Tex.'  LawType:'Stat.'|TEXAS_STATUTES|TITLE|/home/ekamradt/git/data-dcl-sdc/US/US-TX/sdc-texas-statutes.xml
DCL|sdc-texas-statutes.xml|3|Bad word 'Code' for citation 'Tex. {{CODE}} Code, tit. {{TITLE}}, subtit. {{SUBTITLE}}'  Juris:'Tex.'  LawType:'Stat.'|TEXAS_STATUTES|SUBTITLE|/home/ekamradt/git/data-dcl-sdc/US/US-TX/sdc-texas-statutes.xml
DCL|sdc-texas-statutes.xml|4|Bad word 'Code' for citation 'Tex. {{CODE}} Code, ch. {{CHAPTER}}'  Juris:'Tex.'  LawType:'Stat.'|TEXAS_STATUTES|CHAPTER|/home/ekamradt/git/data-dcl-sdc/US/US-TX/sdc-texas-statutes.xml
DCL|sdc-texas-statutes.xml|5|Bad word 'Code' for citation 'Tex. {{CODE}} Code, ch. {{CHAPTER}}, subch. {{SUBCHAPTER}}'  Juris:'Tex.'  LawType:'Stat.'|TEXAS_STATUTES|SUBCHAPTER|/home/ekamradt/git/data-dcl-sdc/US/US-TX/sdc-texas-statutes.xml
DCL|sdc-texas-statutes.xml|6|Bad word 'Code' for citation 'Tex. {{CODE}} Code, ch. {{CHAPTER}}, subch. {{SUBCHAPTER}}, art. {{ARTICLE}}'  Juris:'Tex.'  LawType:'Stat.'|TEXAS_STATUTES|ARTICLE|/home/ekamradt/git/data-dcl-sdc/US/US-TX/sdc-texas-statutes.xml
DCL|sdc-texas-statutes.xml|7|Bad word 'Code .' for citation 'Tex. {{CODE}} Code § {{CHAPTER}}.{{SECTION}}'  Juris:'Tex.'  LawType:'Stat.'|TEXAS_STATUTES|SECTION|/home/ekamradt/git/data-dcl-sdc/US/US-TX/sdc-texas-statutes.xml
DCL|sdc-texas-statutes.xml|8|Bad word 'Code .' for citation 'Tex. {{CODE}} Code § {{CHAPTER}}.{{SECTION}}({{PARAGRAPH}})'  Juris:'Tex.'  LawType:'Stat.'|TEXAS_STATUTES|PARAGRAPH|/home/ekamradt/git/data-dcl-sdc/US/US-TX/sdc-texas-statutes.xml
DCL|sdc-minnesota-statutes.xml|5|Bad word '. Subd.' for citation 'Minn. Stat. § {{CHAPTER}}.{{SECTION}} Subd. {{SUBDIVISION}}'  Juris:'Minn.'  LawType:'Stat.'|MINNESOTA_STATUTES|SUBDIVISION|/home/ekamradt/git/data-dcl-sdc/US/US-MN/sdc-minnesota-statutes.xml
DCL|sdc-california-statutory-code-alternative2.xml||No law type data found for 'CALIFORNIA_STATUTORY_CODE2'|CALIFORNIA_STATUTORY_CODE2||/home/ekamradt/git/data-dcl-sdc/US/US-CA/sdc-california-statutory-code-alternative2.xml
DCL|sdc-california-statutory-code-alternative.xml||No law type data found for 'CALIFORNIA_STATUTORY_CODE1'|CALIFORNIA_STATUTORY_CODE1||/home/ekamradt/git/data-dcl-sdc/US/US-CA/sdc-california-statutory-code-alternative.xml
DCL|sdc-revised-code-of-washington.xml|2|Bad word 'Rev. Code' for citation 'Wash. Rev. Code, tit. {{TITLE}}'  Juris:'Wash.'  LawType:'Stat.'|WASHINGTON_STATUTES|TITLE|/home/ekamradt/git/data-dcl-sdc/US/US-WA/sdc-revised-code-of-washington.xml
DCL|sdc-revised-code-of-washington.xml|3|Bad word 'Rev. Code .' for citation 'Wash. Rev. Code, ch. {{TITLE}}.{{CHAPTER}}'  Juris:'Wash.'  LawType:'Stat.'|WASHINGTON_STATUTES|CHAPTER|/home/ekamradt/git/data-dcl-sdc/US/US-WA/sdc-revised-code-of-washington.xml
DCL|sdc-revised-code-of-washington.xml|4|Bad word 'Rev. Code .' for citation 'Wash. Rev. Code, ch. {{TITLE}}.{{CHAPTER}}, art. {{ARTICLE}}'  Juris:'Wash.'  LawType:'Stat.'|WASHINGTON_STATUTES|ARTICLE|/home/ekamradt/git/data-dcl-sdc/US/US-WA/sdc-revised-code-of-washington.xml
DCL|sdc-revised-code-of-washington.xml|5|Bad word 'Rev. Code .' for citation 'Wash. Rev. Code § {{TITLE}}.{{CHAPTER}}.{{SECTION}}'  Juris:'Wash.'  LawType:'Stat.'|WASHINGTON_STATUTES|SECTION|/home/ekamradt/git/data-dcl-sdc/US/US-WA/sdc-revised-code-of-washington.xml
DCL|sdc-revised-code-of-washington.xml|6|Bad word 'Rev. Code .' for citation 'Wash. Rev. Code § {{TITLE}}.{{CHAPTER}}.{{SECTION}}({{PARAGRAPH}})'  Juris:'Wash.'  LawType:'Stat.'|WASHINGTON_STATUTES|PARAGRAPH|/home/ekamradt/git/data-dcl-sdc/US/US-WA/sdc-revised-code-of-washington.xml
DCL|sdc-maine-revised-statutes.xml|2|Bad word 'Rev.' for citation 'Me. Rev. Stat. tit. {{TITLE}}'  Juris:'Me.'  LawType:'Stat.'|MAINE_STATUTES|TITLE|/home/ekamradt/git/data-dcl-sdc/US/US-ME/sdc-maine-revised-statutes.xml
DCL|sdc-maine-revised-statutes.xml|4|Bad word 'Rev.' for citation 'Me. Rev. Stat. tit. {{TITLE}} § {{SECTION}}'  Juris:'Me.'  LawType:'Stat.'|MAINE_STATUTES|SECTION|/home/ekamradt/git/data-dcl-sdc/US/US-ME/sdc-maine-revised-statutes.xml
DCL|sdc-maine-revised-statutes.xml|5|Bad word 'Rev.' for citation 'Me. Rev. Stat. tit. {{TITLE}} § {{SECTION}}({{PARAGRAPH}})'  Juris:'Me.'  LawType:'Stat.'|MAINE_STATUTES|PARAGRAPH|/home/ekamradt/git/data-dcl-sdc/US/US-ME/sdc-maine-revised-statutes.xml
DCL|sdc-sd-admin-code.xml|4|Bad word '::' for citation 'S.D. Admin. R. {{ARTICLE}}:{{CHAPTER}}:{{SECTION}}'  Juris:'S.D.'  LawType:'Admin. R.'|SOUTH_DAKOTA_ADMINISTRATIVE_RULES|SECTION|/home/ekamradt/git/data-dcl-sdc/US/US-SD/sdc-sd-admin-code.xml
DCL|sdc-sd-admin-code.xml|5|Bad word '::' for citation 'S.D. Admin. R. {{ARTICLE}}:{{CHAPTER}}:{{SECTION}}({{PARAGRAPH}})'  Juris:'S.D.'  LawType:'Admin. R.'|SOUTH_DAKOTA_ADMINISTRATIVE_RULES|PARAGRAPH|/home/ekamradt/git/data-dcl-sdc/US/US-SD/sdc-sd-admin-code.xml
DCL|sdc-fed-res-sr-letters.xml|2|citation format SR {{LETTER}} is missing Federal Reserve|FEDERAL_RESERVE_SR_LETTERS|LETTER|/home/ekamradt/git/data-dcl-sdc/US/US/sdc-fed-res-sr-letters.xml
DCL|sdc-fed-res-sr-letters.xml|2|Bad word 'SR' for citation 'SR {{LETTER}}'  Juris:'Federal Reserve'  LawType:'SR Let.'|FEDERAL_RESERVE_SR_LETTERS|LETTER|/home/ekamradt/git/data-dcl-sdc/US/US/sdc-fed-res-sr-letters.xml
DCL|sdc-cfpb-guidance.xml|2|Bad word 'Supervisory Guidance:' for citation 'CFPB Supervisory Guidance: {{MAIN_TITLE}}'  Juris:'CFPB'  LawType:'Guide.'|CFPB_GUIDANCE|MAIN_TITLE|/home/ekamradt/git/data-dcl-sdc/US/US/sdc-cfpb-guidance.xml
DCL|sdc-basel-committee-coordination-bulletins.xml|2|citation format BCC Bulletin {{BULLETIN}} is missing Federal Reserve|FEDERAL_RESERVE_BCC_BULLETINS|BULLETIN|/home/ekamradt/git/data-dcl-sdc/US/US/sdc-basel-committee-coordination-bulletins.xml
DCL|sdc-basel-committee-coordination-bulletins.xml|2|Bad word 'BCC Bulletin' for citation 'BCC Bulletin {{BULLETIN}}'  Juris:'Federal Reserve'  LawType:'BCC Bull.'|FEDERAL_RESERVE_BCC_BULLETINS|BULLETIN|/home/ekamradt/git/data-dcl-sdc/US/US/sdc-basel-committee-coordination-bulletins.xml
DCL|sdc-basel-committee-coordination-bulletins.xml|3|citation format BCC Bulletin {{BULLETIN}}, "{{SUBJECT}}" is missing Federal Reserve|FEDERAL_RESERVE_BCC_BULLETINS|SUBJECT|/home/ekamradt/git/data-dcl-sdc/US/US/sdc-basel-committee-coordination-bulletins.xml
DCL|sdc-basel-committee-coordination-bulletins.xml|3|Bad word 'BCC Bulletin' for citation 'BCC Bulletin {{BULLETIN}}, "{{SUBJECT}}"'  Juris:'Federal Reserve'  LawType:'BCC Bull.'|FEDERAL_RESERVE_BCC_BULLETINS|SUBJECT|/home/ekamradt/git/data-dcl-sdc/US/US/sdc-basel-committee-coordination-bulletins.xml
DCL|sdc-internal-revenue-bulletins.xml|2|Bad word 'Bulletin' for citation 'IRS Bulletin {{BULLETIN}}'  Juris:'IRS'  LawType:'Bull.'|IRS_BULLETINS|BULLETIN|/home/ekamradt/git/data-dcl-sdc/US/US/sdc-internal-revenue-bulletins.xml
DCL|sdc-internal-revenue-bulletins.xml|3|Bad word 'Bulletin' for citation 'IRS Bulletin {{BULLETIN}} {{PART}}'  Juris:'IRS'  LawType:'Bull.'|IRS_BULLETINS|PART|/home/ekamradt/git/data-dcl-sdc/US/US/sdc-internal-revenue-bulletins.xml
DCL|sdc-bhc-supervision-manual.xml|2|Bad word 'BHC Manual' for citation 'Federal Reserve BHC Manual, "{{MAIN_TITLE}}"'  Juris:'Federal Reserve'  LawType:'BHC Man.'|FEDERAL_RESERVE_BHC_MANUAL|MAIN_TITLE|/home/ekamradt/git/data-dcl-sdc/US/US/sdc-bhc-supervision-manual.xml
DCL|sdc-bhc-supervision-manual.xml|3|Bad word 'BHC Manual' for citation 'Federal Reserve BHC Manual, "{{MAIN_TITLE}}" {{SECTION}}'  Juris:'Federal Reserve'  LawType:'BHC Man.'|FEDERAL_RESERVE_BHC_MANUAL|SECTION|/home/ekamradt/git/data-dcl-sdc/US/US/sdc-bhc-supervision-manual.xml
DCL|sdc-bhc-supervision-manual.xml|4|Bad word 'BHC Manual' for citation 'Federal Reserve BHC Manual, "{{MAIN_TITLE}}" {{SECTION}}{{SUBSECTION}}'  Juris:'Federal Reserve'  LawType:'BHC Man.'|FEDERAL_RESERVE_BHC_MANUAL|SUBSECTION|/home/ekamradt/git/data-dcl-sdc/US/US/sdc-bhc-supervision-manual.xml
DCL|sdc-bhc-supervision-manual.xml|5|Bad word 'BHC Manual' for citation 'Federal Reserve BHC Manual, "{{MAIN_TITLE}}" {{SECTION}}{{SUBSECTION}}{{PARAGRAPH}}'  Juris:'Federal Reserve'  LawType:'BHC Man.'|FEDERAL_RESERVE_BHC_MANUAL|PARAGRAPH|/home/ekamradt/git/data-dcl-sdc/US/US/sdc-bhc-supervision-manual.xml
DCL|sdc-bhc-supervision-manual.xml|6|Bad word 'BHC Manual' for citation 'Federal Reserve BHC Manual, "{{MAIN_TITLE}}" {{SECTION}}{{SUBSECTION}}{{PARAGRAPH}}{{SUBPARAGRAPH}}'  Juris:'Federal Reserve'  LawType:'BHC Man.'|FEDERAL_RESERVE_BHC_MANUAL|SUBPARAGRAPH|/home/ekamradt/git/data-dcl-sdc/US/US/sdc-bhc-supervision-manual.xml
DCL|sdc-bhc-supervision-manual.xml|7|Bad word 'BHC Manual' for citation 'Federal Reserve BHC Manual, "{{MAIN_TITLE}}" {{SECTION}}{{SUBSECTION}}{{PARAGRAPH}}{{SUBPARAGRAPH}}{{CLAUSE}}'  Juris:'Federal Reserve'  LawType:'BHC Man.'|FEDERAL_RESERVE_BHC_MANUAL|CLAUSE|/home/ekamradt/git/data-dcl-sdc/US/US/sdc-bhc-supervision-manual.xml
DCL|sdc-US-OCC-BULLETINS.xml|2|Bad word 'Bulletin:' for citation 'OCC Bulletin: "{{BULLETIN}}"'  Juris:'OCC'  LawType:'Bull.'|OCC_BULLETINS|BULLETIN|/home/ekamradt/git/data-dcl-sdc/US/US/sdc-US-OCC-BULLETINS.xml
DCL|sdc-code-of-federal-regulation.xml|9|Bad word 'Appendix' for citation '{{TITLE}} C.F.R. {{PART}}, Appendix {{APPENDIX}}'  Juris:'C.F.R.'  LawType:'C.F.R.'|CFR|APPENDIX|/home/ekamradt/git/data-dcl-sdc/US/US/sdc-code-of-federal-regulation.xml
DCL|sdc-code-of-federal-regulation.xml|10|Bad word 'Supplement No.' for citation '{{TITLE}} C.F.R. {{PART}}, Supplement No. {{SUPPLEMENT}}'  Juris:'C.F.R.'  LawType:'C.F.R.'|CFR|SUPPLEMENT|/home/ekamradt/git/data-dcl-sdc/US/US/sdc-code-of-federal-regulation.xml
DCL|sdc-occ-advisory-letters.xml|2|citation format AL {{LETTER}} is missing OCC|OCC_LETTERS|LETTER|/home/ekamradt/git/data-dcl-sdc/US/US/sdc-occ-advisory-letters.xml
DCL|sdc-occ-advisory-letters.xml|2|Bad word 'AL' for citation 'AL {{LETTER}}'  Juris:'OCC'  LawType:'Let.'|OCC_LETTERS|LETTER|/home/ekamradt/git/data-dcl-sdc/US/US/sdc-occ-advisory-letters.xml
DCL|sdc-rhode-island-code-of-regulations1.xml|2|Bad word 'tit' for citation 'R.I. Code R., tit {{TITLE}}'  Juris:'R.I.'  LawType:'Code R.'|RHODE_ISLAND_CODE_OF_REGULATIONS|TITLE|/home/ekamradt/git/data-dcl-sdc/US/US-RI/sdc-rhode-island-code-of-regulations1.xml
DCL|sdc-rhode-island-code-of-regulations1.xml|3|Bad word 'tit' for citation 'R.I. Code R., tit {{TITLE}}, ch. {{CHAPTER}}'  Juris:'R.I.'  LawType:'Code R.'|RHODE_ISLAND_CODE_OF_REGULATIONS|CHAPTER|/home/ekamradt/git/data-dcl-sdc/US/US-RI/sdc-rhode-island-code-of-regulations1.xml
DCL|sdc-colo-admin-code.xml|3|Bad word 'no.' for citation 'Colo. Code Regs., div. no. {{DIVISION}}'  Juris:'Colo.'  LawType:'Code Regs.'|COLORADO_CODE_OF_REGULATIONS|DIVISION|/home/ekamradt/git/data-dcl-sdc/US/US-CO/sdc-colo-admin-code.xml
DCL|sdc-montana-code.xml|5|Bad word 'rule' for citation 'Mont. Code tit. {{TITLE}}, ch. {{CHAPTER}}, pt. {{PART}}, rule {{RULE}}'  Juris:'Mont.'  LawType:'Code'|MONTANA_STATUTES|RULE|/home/ekamradt/git/data-dcl-sdc/US/US-MT/sdc-montana-code.xml
DCL|sdc-nevada-revised-statutes.xml|6|Bad word 'part' for citation 'Nev. Rev. Stat. tit. {{TITLE}}, ch. {{CHAPTER}}, art. {{ARTICLE}} part {{PART}}'  Juris:'Nev.'  LawType:'Rev. Stat.'|NEVADA_STATUTES|PART|/home/ekamradt/git/data-dcl-sdc/US/US-NV/sdc-nevada-revised-statutes.xml
DCL|sdc-nevada-revised-statutes.xml|8|Bad word '. .' for citation 'Nev. Rev. Stat. § {{CHAPTER}}.{{SECTION}}, {{PARAGRAPH}}.'  Juris:'Nev.'  LawType:'Rev. Stat.'|NEVADA_STATUTES|PARAGRAPH|/home/ekamradt/git/data-dcl-sdc/US/US-NV/sdc-nevada-revised-statutes.xml
DCL|sdc-tennessee-rules-and-regulations.xml|2|Bad word 'Comp. R. & Regs. de' for citation 'Tenn. Comp. R. & Regs., dept. {{DEPARTMENT}}'  Juris:'Tenn.'  LawType:'Comp. Codes R. & Regs.'|TENNESSEE_RULES_AND_REGULATIONS|DEPARTMENT|/home/ekamradt/git/data-dcl-sdc/US/US-TN/sdc-tennessee-rules-and-regulations.xml
DCL|sdc-tennessee-rules-and-regulations.xml|3|Bad word 'Comp. R. & Regs.' for citation 'Tenn. Comp. R. & Regs., ch. {{CHAPTER}}'  Juris:'Tenn.'  LawType:'Comp. Codes R. & Regs.'|TENNESSEE_RULES_AND_REGULATIONS|CHAPTER|/home/ekamradt/git/data-dcl-sdc/US/US-TN/sdc-tennessee-rules-and-regulations.xml
DCL|sdc-tennessee-rules-and-regulations.xml|4|Bad word 'Comp. R. & Regs.' for citation 'Tenn. Comp. R. & Regs. {{CHAPTER}}-{{RULE}}'  Juris:'Tenn.'  LawType:'Comp. Codes R. & Regs.'|TENNESSEE_RULES_AND_REGULATIONS|RULE|/home/ekamradt/git/data-dcl-sdc/US/US-TN/sdc-tennessee-rules-and-regulations.xml
DCL|sdc-tennessee-rules-and-regulations.xml|5|Bad word 'Comp. R. & Regs.' for citation 'Tenn. Comp. R. & Regs. {{CHAPTER}}-{{RULE}}({{PARAGRAPH}})'  Juris:'Tenn.'  LawType:'Comp. Codes R. & Regs.'|TENNESSEE_RULES_AND_REGULATIONS|PARAGRAPH|/home/ekamradt/git/data-dcl-sdc/US/US-TN/sdc-tennessee-rules-and-regulations.xml
DCL|sdc-iowa-admin-code.xml|2|Bad word 'Admin. Code' for citation 'Iowa Admin. Code, {{AGENCY}}'  Juris:'Iowa'  LawType:'Admin. Code r.'|IOWA_ADMINISTRATIVE_CODE|AGENCY_NAME|/home/ekamradt/git/data-dcl-sdc/US/US-IA/sdc-iowa-admin-code.xml
DCL|sdc-iowa-admin-code.xml|4|Bad word 'Admin. Code' for citation 'Iowa Admin. Code, {{AGENCY}}, ch. {{CHAPTER}}'  Juris:'Iowa'  LawType:'Admin. Code r.'|IOWA_ADMINISTRATIVE_CODE|CHAPTER|/home/ekamradt/git/data-dcl-sdc/US/US-IA/sdc-iowa-admin-code.xml
DCL|sdc-illinois-compiled-statutes.xml|5|Bad word 'p' for citation '{{CHAPTER}} Ill. Comp. Stat. {{ACT}} part. {{PART}}'  Juris:'Ill.'  LawType:'Comp. Stat.'|ILLINOIS_STATUTES|PART|/home/ekamradt/git/data-dcl-sdc/US/US-IL/sdc-illinois-compiled-statutes.xml
DCL|sdc-illinois-compiled-statutes.xml|6|Bad word '/' for citation '{{CHAPTER}} Ill. Comp. Stat. {{ACT}}/{{SECTION}}'  Juris:'Ill.'  LawType:'Comp. Stat.'|ILLINOIS_STATUTES|SECTION|/home/ekamradt/git/data-dcl-sdc/US/US-IL/sdc-illinois-compiled-statutes.xml
DCL|sdc-illinois-compiled-statutes.xml|7|Bad word '/' for citation '{{CHAPTER}} Ill. Comp. Stat. {{ACT}}/{{SECTION}}({{PARAGRAPH}})'  Juris:'Ill.'  LawType:'Comp. Stat.'|ILLINOIS_STATUTES|PARAGRAPH|/home/ekamradt/git/data-dcl-sdc/US/US-IL/sdc-illinois-compiled-statutes.xml
DCL|sdc-code-of-ordinances-of-cook-county.xml|7|No law type data found for 'ILLINOIS'|ILLINOIS|PARAGRAPH|/home/ekamradt/git/data-dcl-sdc/US/US-IL/sdc-code-of-ordinances-of-cook-county.xml
DCL|sdc-kentucky-admin-regs.xml|2|Bad word 'Admin. Code' for citation 'Ky. Admin. Code tit. {{TITLE}}'  Juris:'Ky.'  LawType:'Admin. Regs.'|KENTUCKY_ADMINISTRATIVE_REGULATIONS|TITLE|/home/ekamradt/git/data-dcl-sdc/US/US-KY/sdc-kentucky-admin-regs.xml
DCL|sdc-kentucky-admin-regs.xml|3|Bad word 'Admin. Code' for citation '{{TITLE}} Ky. Admin. Code ch. {{CHAPTER}}'  Juris:'Ky.'  LawType:'Admin. Regs.'|KENTUCKY_ADMINISTRATIVE_REGULATIONS|CHAPTER|/home/ekamradt/git/data-dcl-sdc/US/US-KY/sdc-kentucky-admin-regs.xml
DCL|sdc-kentucky-admin-regs.xml|4|Bad word 'Admin. Code .' for citation '{{TITLE}} Ky. Admin. Code {{CHAPTER}}.{{REGULATION}}'  Juris:'Ky.'  LawType:'Admin. Regs.'|KENTUCKY_ADMINISTRATIVE_REGULATIONS|REGULATION|/home/ekamradt/git/data-dcl-sdc/US/US-KY/sdc-kentucky-admin-regs.xml
DCL|sdc-kentucky-admin-regs.xml|5|Bad word 'Admin. Code .' for citation '{{TITLE}} Ky. Admin. Code {{CHAPTER}}.{{REGULATION}}, § {{SECTION}}'  Juris:'Ky.'  LawType:'Admin. Regs.'|KENTUCKY_ADMINISTRATIVE_REGULATIONS|SECTION|/home/ekamradt/git/data-dcl-sdc/US/US-KY/sdc-kentucky-admin-regs.xml
DCL|sdc-idaho-administrative-code.xml|4|Bad word 'r. .' for citation 'Idaho Admin. Code r. {{SECTION}}.{{SUBSECTION}}'  Juris:'Idaho'  LawType:'Admin. Code'|IDAHO_ADMINISTRATIVE_CODE|SUBSECTION|/home/ekamradt/git/data-dcl-sdc/US/US-ID/sdc-idaho-administrative-code.xml
DCL|sdc-idaho-administrative-code.xml|5|Bad word 'r. .' for citation 'Idaho Admin. Code r. {{SUBSECTION}}.{{PARAGRAPH}}'  Juris:'Idaho'  LawType:'Admin. Code'|IDAHO_ADMINISTRATIVE_CODE|PARAGRAPH|/home/ekamradt/git/data-dcl-sdc/US/US-ID/sdc-idaho-administrative-code.xml
